project,branch,bug_report
camel,bugs-dot-jar_CAMEL-6948_f744afd9,"{'BugID': 'CAMEL-6948', 'Summary': 'ProducerCache should not only stop non-singelton Producers but also shutdown them afterwards as well if the given Producer is a ShutdownableService', 'Description': ""Currently because of this bug the {{doShutdown}} hook of the following non-singleton Producers doesn't kick in at all:\n\n- {{JpaProducer}}\n- {{Mina2Producer}}\n\nWhich could cause resources leaking.""}"
camel,bugs-dot-jar_CAMEL-6964_6b2ffb30,"{'BugID': 'CAMEL-6964', 'Summary': 'Camel FileComponent: Done file will not be removed if moveFailed option is configured and an error occurs', 'Description': 'Only the ""real"" file is moved to the directory specified with the moveFailed-option. The done file still exists in the source folder and will not be deleted.'}"
camel,bugs-dot-jar_CAMEL-6987_37e0e6bb,"{'BugID': 'CAMEL-6987', 'Summary': 'JMX - browseMessageAsXml for files does not work if includeBody is enabled', 'Description': 'If you use the JXM API to browse file endpoints and want to load the file content with includeBody = true, then the file is not loaded.\n\nThere is a little bug in MessgeHelper'}"
camel,bugs-dot-jar_CAMEL-7016_4ed448c7,"{'BugID': 'CAMEL-7016', 'Summary': 'JMX - Update route from xml on route mbean should update current route only', 'Description': 'If you do not have id of the route in the XML then Camel thinks its a new route to be added. We should ensure we handle that, and only update current route as that is the intend of this operation.\n\nIf you want to add new routes use mbean operation on camelcontext instead.'}"
camel,bugs-dot-jar_CAMEL-7018_3244c1e5,"{'BugID': 'CAMEL-7018', 'Summary': 'Using custom beans with @ManagedResource shows unavailable standard attributes', 'Description': 'If you have a custom bean with @ManagedResource and your own attr/ops then Camel adds its default attrs/ops which it should not as they are not available.\n\nSee screenshot'}"
camel,bugs-dot-jar_CAMEL-7055_15e1077d,"{'BugID': 'CAMEL-7055', 'Summary': 'NullPointerException at FileInputStreamCache.<init>(FileInputStreamCache.java:52) in connection with DataFormat.marshal', 'Description': 'Stack Trace:\n{code}\nCaused by: java.lang.NullPointerException\n\tat org.apache.camel.converter.stream.FileInputStreamCache.<init>(FileInputStreamCache.java:52)\n\tat org.apache.camel.converter.stream.CachedOutputStream.newStreamCache(CachedOutputStream.java:199)\n\tat org.apache.camel.processor.MarshalProcessor.process(MarshalProcessor.java:79)\n{code}\n\nError occurs, if streamCache is true and the stream is put into the file system because the spool threashold is reached. \n\nThe following is happening:\nThe Marshall Processor handels over to the DataFromat.marshal method a CachedOutputStream instance. In the marschal method data are written into the output stream, when the spool threshold is reached the data are streamed into the file system. Finally the output stream is closed and the CachedOutputStream instance deletes the cached file during closing. The next processor tries to read the FileInputStreamCache and gets the NullPointerException.\n\nCurrently this problem can occur in the following DataFormat classes (because they close the stream, which is actually correct):\n\nGzipDataFormat\nCryptoDataFormat\nPGPDataFormat\nSerializationDataFormat\nXMLSecurityDataFormat\nZipDataFormat\n\nMy proposal is not to delete the cached file during closing the output stream. The cached file shall only be closed on the onCompletion event of the route. See attached patch.\n\n\n'}"
camel,bugs-dot-jar_CAMEL-7100_00a9b02b,"{'BugID': 'CAMEL-7100', 'Summary': 'CLONE - Camel Splitter eat up exceptions recorded by the underlying Scanner', 'Description': 'See http://camel.465427.n5.nabble.com/Trouble-with-split-tokenize-on-linux-td5721677.html for details'}"
camel,bugs-dot-jar_CAMEL-7125_6641f182,"{'BugID': 'CAMEL-7125', 'Summary': 'tokenizeXml fails when attributes have a / in them', 'Description': '{{tokenizeXml}} does not work or produce value xml output when attributes contain a {{/}}.\n\nThe test below will fail under 2.12.2\n\n{code:java}\nimport org.apache.camel.EndpointInject;\nimport org.apache.camel.Produce;\nimport org.apache.camel.ProducerTemplate;\nimport org.apache.camel.builder.RouteBuilder;\nimport org.apache.camel.component.mock.MockEndpoint;\nimport org.apache.camel.test.junit4.CamelTestSupport;\nimport org.junit.Test;\n\npublic class CamelTokenizeXmlTest extends CamelTestSupport {\n\n  @EndpointInject(uri = ""mock:result"")\n  protected MockEndpoint resultEndpoint;\n  @Produce(uri = ""direct:start"")\n  protected ProducerTemplate template;\n\n  @Test\n  public void testXmlWithSlash() throws Exception {\n    String message = ""<parent><child attr=\'/\' /></parent>"";\n    resultEndpoint.expectedBodiesReceived(""<child attr=\'/\' />"");\n    template.sendBody(message);\n    resultEndpoint.assertIsSatisfied();\n  }\n\n  @Override\n  protected RouteBuilder createRouteBuilder() {\n    return new RouteBuilder() {\n      @Override\n      public void configure() {\n        from(""direct:start"").split().tokenizeXML(""child"").to(""mock:result"");\n      }\n    };\n  }\n}\n{code}'}"
camel,bugs-dot-jar_CAMEL-7130_7c9326f4,"{'BugID': 'CAMEL-7130', 'Summary': 'Set XsltBuilder allowStax attribute to be true by default', 'Description': 'It could be more effective and safe to use the stax API by default.'}"
camel,bugs-dot-jar_CAMEL-7130_cc192f87,"{'BugID': 'CAMEL-7130', 'Summary': 'Set XsltBuilder allowStax attribute to be true by default', 'Description': 'It could be more effective and safe to use the stax API by default.'}"
camel,bugs-dot-jar_CAMEL-7146_b6981cfd,"{'BugID': 'CAMEL-7146', 'Summary': 'NPE in Aggregator when completionSize = 1', 'Description': 'A Camel aggregator with persistence repository cannot have a completionSize of 1. If this is configured, every message produces a NPE with the attached stacktrace. \n\nI have also attached a small example project that shows the Exception. As soon as the completionSize is > 1, it runs fine.\n\nThis is just a minor flaw, since I cannot think about a really useful case with completionSize 1, but it worked with earlier versions of Camel. \n\nAs an alternative (if completionSize 1 should not be used), Camel could throw an error during Context startup when completionSize < 2.'}"
camel,bugs-dot-jar_CAMEL-7160_095fa2b4,"{'BugID': 'CAMEL-7160', 'Summary': 'Throttling has problems with rate changes', 'Description': 'When using the throttler with the header expression for controlling the rate, changing the rate does not work reliably. \n\nSome more information can be found in the following mail thread:\n\nhttp://camel.465427.n5.nabble.com/Problems-with-dynamic-throttling-td5746613.html'}"
camel,bugs-dot-jar_CAMEL-7163_5f726d0b,"{'BugID': 'CAMEL-7163', 'Summary': 'BacklogDebugger - Should not change body/header type to string', 'Description': 'When using the backlog debugger then updating the body/headers would currently force those to become string type.\n\nWe should preserve existing type, and allow end users to specify a new type. And also make it possible to remove body/headers as well.'}"
camel,bugs-dot-jar_CAMEL-7167_1e33fcbc,"{'BugID': 'CAMEL-7167', 'Summary': 'AbstractListAggregationStrategy : at the end of the split, the body is not replaced by the agregated list', 'Description': 'Using a class that extends AbstractListAggregationStrategy to rebuild a List after the completion of the split cause the body not to be replaced by the agregated list at the end of the split.\n\nIn other words (AbstractListAggregationStrategy.onCompletion(Exchange exchange) is never called.\n\n\nHere is what I do :\n\nfrom(HANDLE_A_LIST)//\n            .split(body(), new ListAggregationStrategy())// body is an arrayList of String\n            .to(""log:foo"")//\n            .end()// end split\n            // the body is a string instead of a List\n            .end()// end route\n\n   \nclass ListAggregationStrategy extends AbstractListAggregationStrategy<String>\n    {\n\n        @Override\n        public String getValue(Exchange exchange)\n        {\n            return exchange.getIn().getBody();\n        }\n    }\n\nAs workaround, I use .setBody(property(Exchange.GROUPED_EXCHANGE)) after the end of the split.'}"
camel,bugs-dot-jar_CAMEL-7209_5f78c646,"{'BugID': 'CAMEL-7209', 'Summary': 'NIOConverter.toByteArray return bad data.', 'Description': 'Current implmentation of NIOConverter.toByteArray return the byte array\nthat back the buffer. Array can be bigger that relevant data in ByteBuffer.'}"
camel,bugs-dot-jar_CAMEL-7213_336663c9,"{'BugID': 'CAMEL-7213', 'Summary': 'NIOConverter need to call flip() when we put something into the buffer', 'Description': 'When we create a ByteBuffer, we need to make sure it is ready to be read.'}"
camel,bugs-dot-jar_CAMEL-7239_ae419224,"{'BugID': 'CAMEL-7239', 'Summary': 'Address the SchemaFactory thread safe issue.', 'Description': 'SchemaFactory is not thread safe, we need to do addition work in ValidatorProcessor to avoid the threads issue.'}"
camel,bugs-dot-jar_CAMEL-7241_18c23fa8,"{'BugID': 'CAMEL-7241', 'Summary': 'ByteBuffer to String conversion uses buffer capacity not limit', 'Description': 'Camel\'s conversion logic for ByteBuffer\'s to String\'s has a bug where camel uses a ByteBuffers capacity() instead of it\'s limit().\n\nIf you allocate a large byte buffer and only partially fill it with data, and use camel to convert this into a string, camel tries to convert all the bytes, even the non-used ones.\n\nThis unit test reproduces this bug.\n\n{code}\n    @Test\n    public void testByteBufferToStringConversion()\n    {\n        String str = ""123456789"";\n        ByteBuffer buffer = ByteBuffer.allocate( 16 );\n        buffer.put( str.getBytes() );\n\n        Exchange exchange = new DefaultExchange( context() );\n        exchange.getIn().setBody( buffer );\n        assertEquals( str, exchange.getIn().getBody( String.class ) );\n    }\n{code}'}"
camel,bugs-dot-jar_CAMEL-7271_a5a2f750,"{'BugID': 'CAMEL-7271', 'Summary': 'AbstractListGroupedExchangeAggregationStrategy produces failed exchange if first received exchange fails', 'Description': 'If the first exchange received by a (concrete implementation of) AggregationStrategy  contains an exception, then the result of the aggregation will also contain that exception, and so will not continue routing without error. This makes the first received exchange have an effect that subsequent exchanges do not have.\n\nThe specific use case multicasts to GroupedExchangeAggregationStrategy. The MulticastProcessor.doDone function uses ExchangeHelper.copyResults to copy the aggregated result to the original exchange. The copyResults method copies the exception as well, thereby propagating the error.\n\n The attached unit test has 3 tests, testAFail, testBFail, and testAllGood. All three of these should pass, but testAFail does not.\n\nWhat is happening is that AbstractListAggregationStrategy is directly storing its values on and returning the first exchange:\n    public Exchange aggregate(Exchange oldExchange, Exchange newExchange) {\n        List<V> list;\n\n        if (oldExchange == null) {\n            list = getList(newExchange);\n        } else {\n            list = getList(oldExchange);\n        }\n\n        if (newExchange != null) {\n            V value = getValue(newExchange);\n            if (value != null) {\n                list.add(value);\n            }\n        }\n\n        return oldExchange != null ? oldExchange : newExchange;\n    }\n\nThe pre-CAMEL-5579 version of GroupedExchangeAggregationStrategy created a fresh exchange to store and return the aggregated exchanges:\n    public Exchange aggregate(Exchange oldExchange, Exchange newExchange) {\n        List<Exchange> list;\n        Exchange answer = oldExchange;\n\n        if (oldExchange == null) {\n            answer = new DefaultExchange(newExchange);\n            list = new ArrayList<Exchange>();\n            answer.setProperty(Exchange.GROUPED_EXCHANGE, list);\n        } else {\n            list = oldExchange.getProperty(Exchange.GROUPED_EXCHANGE, List.class);\n        }\n\n        if (newExchange != null) {\n            list.add(newExchange);\n        }\n        return answer;\n    }\n'}"
camel,bugs-dot-jar_CAMEL-7275_44cad623,"{'BugID': 'CAMEL-7275', 'Summary': 'Using doTry .. doCatch with recipient list should not trigger error handler during recipient list work', 'Description': 'When you have a route like this\n\n{code}\n                from(""direct:start"")\n                    .doTry()\n                        .recipientList(constant(""direct:foo"")).end()\n                    .doCatch(Exception.class)\n                        .to(""mock:catch"")\n                        .transform().constant(""doCatch"")\n                    .end()\n                    .to(""mock:result"");\n{code}\n\nThen if an exception was thrown it should be catch by doCatch\n\nA similar route with to instead works as expected.'}"
camel,bugs-dot-jar_CAMEL-7304_fa165d6b,"{'BugID': 'CAMEL-7304', 'Summary': 'InterceptSendToEndpoint does not work where uri needs to be normalized', 'Description': 'interceptSendToEndpoint(""sftp://hostname:22/testDirectory?privateKeyFile=/user/.ssh.id_rsa"") is not intercepted because uri passed to InterceptSendToEndpointDefinition is not normalized.\n\nAs a result InterceptSendToEndpointDefinition createProcessor() method fails to match EndpointHelper.matchEndpoint(routeContext.getCamelContext(), uri, getUri()) and InterceptSendToEndpoint is not created.'}"
camel,bugs-dot-jar_CAMEL-7344_91228815,"{'BugID': 'CAMEL-7344', 'Summary': 'Some endpoints configured using beans may result in NPE under DEBUG mode', 'Description': ""CAMEL-6130 seems to have introduced this issue or more precisely speaking, it has made this issue visible.\n\nDefaultEndpoint's toString() method seems to require its endpoint string value to be set. If it's not set, the toString method throws an exception. A fully built endpoint always has its endpoint string value set, thus there is no issue. However, an endpoint being manually set up may not have its endpoint string value set from the beginning (e.g., when its super class uses the DefaultEndpoint's default constructor to instantiate using a bean based instantiation).\n\nThe debug log statement introduced in CAMEL-6130 invokes this toString method during the endpoint setup.\n\nThat means, a spring based CXF endpoint may result in the following exception under the debug mode.\n\nSLF4J: Failed toString() invocation on an object of type [org.apache.camel.component.cxf.CxfSpringEndpoint]\njava.lang.IllegalArgumentException: endpointUri is not specified and org.apache.camel.component.cxf.CxfSpringEndpoint does not implement createEndpointUri() to create a default value\nat org.apache.camel.impl.DefaultEndpoint.getEndpointUri(DefaultEndpoint.java:154)\nat org.apache.camel.impl.DefaultEndpoint.toString(DefaultEndpoint.java:139)\nat org.slf4j.helpers.MessageFormatter.safeObjectAppend(MessageFormatter.java:304)\nat org.slf4j.helpers.MessageFormatter.deeplyAppendParameter(MessageFormatter.java:276)\nat org.slf4j.helpers.MessageFormatter.arrayFormat(MessageFormatter.java:230)\nat org.slf4j.impl.Log4jLoggerAdapter.debug(Log4jLoggerAdapter.java:271)\nat org.apache.camel.util.IntrospectionSupport.setProperty(IntrospectionSupport.java:528)\nat org.apache.camel.util.IntrospectionSupport.setProperty(IntrospectionSupport.java:570)\nat org.apache.camel.util.IntrospectionSupport.setProperties(IntrospectionSupport.java:454)\nat org.apache.camel.util.EndpointHelper.setProperties(EndpointHelper.java:249)\nat org.apache.camel.component.cxf.CxfEndpoint.setCamelContext(CxfEndpoint.java:840)\n\nI  wonder whether we really need DefaultEndpoint's getEndpointUri() to throw an exception when it's endpoint string value is not set. But if we keep this rule, we must catch the exception in its toString() method so that we won't throw the above exception when the toString() method is called during the endpoint setup\n\nI would propose to add the exception catching in the toString method. If we decide to change the getEndpointUri() method to not throw the exception (that change will likely require the NPE check at the users of this method), we can make that change and remove the exception catch from the toString method\n\nThis issue affects camel 2.11.0 and later versions.""}"
camel,bugs-dot-jar_CAMEL-7359_9cb09d14,"{'BugID': 'CAMEL-7359', 'Summary': 'Simple Language - Additional after text after inbuilt function call is ignored', 'Description': ""The following Simple expression is valid and runs OK - however it may have been appropriate to report an error to the developer.\n\n{code:xml}\n            <setBody>\n                <simple>${bodyAs(java.lang.String) Additional text ignored...}</simple>\n            </setBody>\n{code}\n\nThe above seems a somewhat contrived example; However this is a more 'realistic' scenario in which the behaviour is not unexpected -\n\n{code:xml}\n            <setBody>\n                <simple>${bodyAs(java.lang.String).toUpperCase()}</simple>\n            </setBody>\n{code}\n\nThe above simple expression will simply set the body to be of type java.lang.String, however will not invoke the subsequent toUpperCase() call - likewise no error is reported to the developer.\n\nCamel has the same issue when using the function of headerAs and mandatoryBodyAs.""}"
camel,bugs-dot-jar_CAMEL-7359_e6fbbf04,"{'BugID': 'CAMEL-7359', 'Summary': 'Simple Language - Additional after text after inbuilt function call is ignored', 'Description': ""The following Simple expression is valid and runs OK - however it may have been appropriate to report an error to the developer.\n\n{code:xml}\n            <setBody>\n                <simple>${bodyAs(java.lang.String) Additional text ignored...}</simple>\n            </setBody>\n{code}\n\nThe above seems a somewhat contrived example; However this is a more 'realistic' scenario in which the behaviour is not unexpected -\n\n{code:xml}\n            <setBody>\n                <simple>${bodyAs(java.lang.String).toUpperCase()}</simple>\n            </setBody>\n{code}\n\nThe above simple expression will simply set the body to be of type java.lang.String, however will not invoke the subsequent toUpperCase() call - likewise no error is reported to the developer.\n\nCamel has the same issue when using the function of headerAs and mandatoryBodyAs.""}"
camel,bugs-dot-jar_CAMEL-7364_7bbb88ba,"{'BugID': 'CAMEL-7364', 'Summary': 'JpaMessageIdRepository uses EntityManager non thread-safe', 'Description': 'In our product we have found strange behavior of JpaMessageIdRepository when change version 2.9.2 to 2.12.3.\nThe reason for this was that EntityManager assigned in the constructor org.apache.camel.processor.idempotent.jpa.JpaMessageIdRepository, but\nEntityManager not required to be thread safe.\nhttp://download.oracle.com/otn-pub/jcp/persistence-2.0-fr-oth-JSpec/persistence-2_0-final-spec.pdf page 286.\nI think need assign the EntityManager in each method separately.'}"
camel,bugs-dot-jar_CAMEL-7418_cabee0e9,"{'BugID': 'CAMEL-7418', 'Summary': 'org.apache.camel.impl.JndiRegistry.findByTypeWithName', 'Description': 'I guess this line isn\'t correct:\nif (type.isInstance(pair.getClass()) || type.getName().equals(pair.getClassName()))\n\nThe variable ""pair.getClass()"" always returns ""javax.naming.NameClassPair"" or its subclasses and the method ""isInstance"" works only with Instances, but doesnt Classes.\n\n\n I think the correct code should be:\nif (type.isAssignableFrom(Class.forName(pair.getClassName())))\n\n\nI\'ve tried to test a transacted route, but i couldnt because the error: \nFailed to create route route1 at: >>> Transacted[] <<< in route: Route(route1)[[From[direct:start]] -> [Transacted[]]] because of No bean could be found in the registry of type: PlatformTransactionManager\n'}"
camel,bugs-dot-jar_CAMEL-7429_43956f93,"{'BugID': 'CAMEL-7429', 'Summary': 'Camel Properties Component concatenation issue ', 'Description': 'Hi,\n\nSuppose you have a properties file of this type\n\n{code}\n#PROPERTIES CONCATENATION\nprop1=file:\nprop2=dirname\nconcat.property={{prop1}}{{prop2}}\n\n#PROPERTIES WITHOUT CONCATENATION\nproperty.complete=file:dirname\n{code}\n\nand you want to use the property concat.property. Using Camel 2.10.3 loading this property doesn\'t create any kind of problem. When I upgrade to Camel 2.12.3 I get an exception, that you can reproduce with the following informations.\n\nIn *DefaultPropertiesParser* class of org.apache.camel.component.properties package, I found a strange behaviour relative to that specific kind of property.  When I execute a test like the following, (the first try to use concatenated property and the second try to use property without concatenation):\n\n{code:title=PropertiesComponentConcatenatePropertiesTest.java}\nimport org.apache.camel.CamelContext;\nimport org.apache.camel.ContextTestSupport;\nimport org.apache.camel.builder.RouteBuilder;\n\npublic class PropertiesComponentConcatenatePropertiesTest extends ContextTestSupport {\n    \n    @Override\n    protected CamelContext createCamelContext() throws Exception {\n        CamelContext context = super.createCamelContext();\n        context.addComponent(""properties"", new PropertiesComponent(""classpath:org/apache/camel/component/properties/concatenation.properties""));\n        return context;\n    }\n    \n    @Override\n    protected void setUp() throws Exception {\n        System.setProperty(""environment"", ""junit"");\n        super.setUp();\n    }\n    \n    @Override\n    protected void tearDown() throws Exception {\n        System.clearProperty(""environment"");\n        super.tearDown();\n    }\n    \n    public void testConcatPropertiesComponentDefault() throws Exception {\n        context.addRoutes(new RouteBuilder() {\n            @Override\n            public void configure() throws Exception {\n                from(""direct:start"").setBody(simple(""${properties:concat.property}""))\n                .to(""mock:result"");\n            }\n        });\n        context.start();\n\n        getMockEndpoint(""mock:result"").expectedBodiesReceived(""file:dirname"");\n\n        template.sendBody(""direct:start"", ""Test"");\n\n        assertMockEndpointsSatisfied();\n    }\n    \n    public void testWithoutConcatPropertiesComponentDefault() throws Exception {\n        context.addRoutes(new RouteBuilder() {\n            @Override\n            public void configure() throws Exception {\n                from(""direct:start"").setBody(simple(""${properties:property.complete}""))\n                .to(""mock:result"");\n            }\n        });\n        context.start();\n\n        getMockEndpoint(""mock:result"").expectedBodiesReceived(""file:dirname"");\n\n        template.sendBody(""direct:start"", ""Test"");\n\n        assertMockEndpointsSatisfied();\n    }\n}\n{code}\n\nThe first test return the following exception:\n{code}\norg.apache.camel.CamelExecutionException: Exception occurred during execution on the exchange: Exchange[Message: Test]\n\tat org.apache.camel.util.ObjectHelper.wrapCamelExecutionException(ObjectHelper.java:1379)\n\tat org.apache.camel.util.ExchangeHelper.extractResultBody(ExchangeHelper.java:622)\n\tat org.apache.camel.impl.DefaultProducerTemplate.extractResultBody(DefaultProducerTemplate.java:467)\n\tat org.apache.camel.impl.DefaultProducerTemplate.extractResultBody(DefaultProducerTemplate.java:463)\n\tat org.apache.camel.impl.DefaultProducerTemplate.sendBody(DefaultProducerTemplate.java:139)\n\tat org.apache.camel.impl.DefaultProducerTemplate.sendBody(DefaultProducerTemplate.java:144)\n\tat org.apache.camel.component.properties.PropertiesComponentConcatenatePropertiesTest.testConcatPropertiesComponentDefault(PropertiesComponentConcatenatePropertiesTest.java:56)\n\tat sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)\n\tat sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)\n\tat sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)\n\tat java.lang.reflect.Method.invoke(Method.java:606)\n\tat junit.framework.TestCase.runTest(TestCase.java:176)\n\tat junit.framework.TestCase.runBare(TestCase.java:141)\n\tat org.apache.camel.TestSupport.runBare(TestSupport.java:58)\n\tat junit.framework.TestResult$1.protect(TestResult.java:122)\n\tat junit.framework.TestResult.runProtected(TestResult.java:142)\n\tat junit.framework.TestResult.run(TestResult.java:125)\n\tat junit.framework.TestCase.run(TestCase.java:129)\n\tat junit.framework.TestSuite.runTest(TestSuite.java:255)\n\tat junit.framework.TestSuite.run(TestSuite.java:250)\n\tat org.junit.internal.runners.JUnit38ClassRunner.run(JUnit38ClassRunner.java:84)\n\tat org.eclipse.jdt.internal.junit4.runner.JUnit4TestReference.run(JUnit4TestReference.java:50)\n\tat org.eclipse.jdt.internal.junit.runner.TestExecution.run(TestExecution.java:38)\n\tat org.eclipse.jdt.internal.junit.runner.RemoteTestRunner.runTests(RemoteTestRunner.java:467)\n\tat org.eclipse.jdt.internal.junit.runner.RemoteTestRunner.runTests(RemoteTestRunner.java:683)\n\tat org.eclipse.jdt.internal.junit.runner.RemoteTestRunner.run(RemoteTestRunner.java:390)\n\tat org.eclipse.jdt.internal.junit.runner.RemoteTestRunner.main(RemoteTestRunner.java:197)\nCaused by: org.apache.camel.RuntimeCamelException: java.lang.IllegalArgumentException: Expecting }} but found end of string from text: prop1}}{{prop2\n\tat org.apache.camel.util.ObjectHelper.wrapRuntimeCamelException(ObjectHelper.java:1363)\n\tat org.apache.camel.builder.ExpressionBuilder$78.evaluate(ExpressionBuilder.java:1784)\n\tat org.apache.camel.support.ExpressionAdapter.evaluate(ExpressionAdapter.java:36)\n\tat org.apache.camel.builder.SimpleBuilder.evaluate(SimpleBuilder.java:83)\n\tat org.apache.camel.processor.SetBodyProcessor.process(SetBodyProcessor.java:46)\n\tat org.apache.camel.processor.RedeliveryErrorHandler.process(RedeliveryErrorHandler.java:398)\n\tat org.apache.camel.processor.CamelInternalProcessor.process(CamelInternalProcessor.java:191)\n\tat org.apache.camel.processor.Pipeline.process(Pipeline.java:118)\n\tat org.apache.camel.processor.Pipeline.process(Pipeline.java:80)\n\tat org.apache.camel.processor.CamelInternalProcessor.process(CamelInternalProcessor.java:191)\n\tat org.apache.camel.component.direct.DirectProducer.process(DirectProducer.java:51)\n\tat org.apache.camel.processor.CamelInternalProcessor.process(CamelInternalProcessor.java:191)\n\tat org.apache.camel.processor.UnitOfWorkProducer.process(UnitOfWorkProducer.java:73)\n\tat org.apache.camel.impl.ProducerCache$2.doInProducer(ProducerCache.java:378)\n\tat org.apache.camel.impl.ProducerCache$2.doInProducer(ProducerCache.java:1)\n\tat org.apache.camel.impl.ProducerCache.doInProducer(ProducerCache.java:242)\n\tat org.apache.camel.impl.ProducerCache.sendExchange(ProducerCache.java:346)\n\tat org.apache.camel.impl.ProducerCache.send(ProducerCache.java:184)\n\tat org.apache.camel.impl.DefaultProducerTemplate.send(DefaultProducerTemplate.java:124)\n\tat org.apache.camel.impl.DefaultProducerTemplate.sendBody(DefaultProducerTemplate.java:137)\n\t... 22 more\nCaused by: java.lang.IllegalArgumentException: Expecting }} but found end of string from text: prop1}}{{prop2\n\tat org.apache.camel.component.properties.DefaultPropertiesParser.doParseUri(DefaultPropertiesParser.java:90)\n\tat org.apache.camel.component.properties.DefaultPropertiesParser.parseUri(DefaultPropertiesParser.java:51)\n\tat org.apache.camel.component.properties.DefaultPropertiesParser.parseUri(DefaultPropertiesParser.java:38)\n\tat org.apache.camel.component.properties.DefaultPropertiesParser.createPlaceholderPart(DefaultPropertiesParser.java:189)\n\tat org.apache.camel.component.properties.DefaultPropertiesParser.doParseUri(DefaultPropertiesParser.java:105)\n\tat org.apache.camel.component.properties.DefaultPropertiesParser.parseUri(DefaultPropertiesParser.java:51)\n\tat org.apache.camel.component.properties.PropertiesComponent.parseUri(PropertiesComponent.java:158)\n\tat org.apache.camel.component.properties.PropertiesComponent.parseUri(PropertiesComponent.java:117)\n\tat org.apache.camel.builder.ExpressionBuilder$78.evaluate(ExpressionBuilder.java:1781)\n\t... 40 more\n{code}\n\nIt seems that *DefaultPropertiesParser* doesn\'t like concatenation of properties. I\'ve forked Camel project on GitHub and I\'ve added the unit test posted above. Here is the link: https://github.com/ancosen/camel\n\nInvestigating the history of the particular class I found that the problem should arise from:\n *CAMEL-5328 supports resolution of nested properties in PropertiesComponent*\n\nHere is the link of the commit:\nhttps://github.com/apache/camel/commit/83f4b0f485521967d05de4e65025c4558a75ff3c\n\nThanks.\nBye'}"
camel,bugs-dot-jar_CAMEL-7448_35bde2b2,"{'BugID': 'CAMEL-7448', 'Summary': 'throttle EIP - unchanged value', 'Description': 'Throttler Documentation [1] states ""If the header is absent, then the Throttler uses the old value. So that allows you to only provide a header if the  value is to be changed"".\n\nhowever if the expression evaluates to null (header missing from message) the Throttler throws an exception (Throttler.java:108).\n\nThe workaround is to ensure that all messages carry the value (if the value is the same no changes will take affect). Adding an option to turn this on and off (e.g. allowNullException) would make it much easier to use (as per camel-users thread [2]).\n\n[1] http://camel.apache.org/throttler.html\n[2] http://camel.465427.n5.nabble.com/throttle-EIP-unchanged-value-td5751300.html\n'}"
camel,bugs-dot-jar_CAMEL-7456_02da984a,"{'BugID': 'CAMEL-7456', 'Summary': 'Camel PropertiesComponent ignores custom parser in Blueprint', 'Description': 'I have implemented a custom PropertiesParser which allows me to use system property placeholders in propertyPrefix and propertySuffix.\n\nIn my use case the propertyPrefix is defined as ""$\\{container.stage}."", where container.stage is a jvm option defined at container creation. The value is one of dev, test and prod.\n\nThis works fine in Java DSL world (SCR bundle), but custom parser is ignored in Blueprint. Here is sample of my blueprint xml:\n{code}\n <cm:property-placeholder id=""integration"" persistent-id=""org.apache.camel.sample.temp"" placeholder-prefix=""[["" placeholder-suffix=""]]"">\n    <cm:default-properties>\n        <cm:property name=""example"" value=""this value is the default""/>\n        <cm:property name=""dev.example"" value=""this value is used in development environment""/>\n        <cm:property name=""test.example"" value=""this value is used in test environment""/>\n        <cm:property name=""prod.example"" value=""this value is used in production environment""/>\n    </cm:default-properties>\n</cm:property-placeholder>\n\n<bean id=""parser"" class=""org.apache.camel.sample.MyCustomPropertiesParser""/>\n\n<!-- Load properties for current container stage -->\n<bean id=""properties"" class=""org.apache.camel.component.properties.PropertiesComponent"">\n    <property name=""propertiesParser"" ref=""parser""/>\n    <property name=""propertyPrefix"" value=""${container.stage}.""/>\n    <property name=""fallbackToUnaugmentedProperty"" value=""true""/>\n    <property name=""location"" value=""blueprint:integration,classpath:properties/temp.properties""/></bean>\n\n<camelContext id=""temp"" xmlns=""http://camel.apache.org/schema/blueprint"">\n    <route id=""exampleRoute"">\n        <from uri=""timer:foo?period=5000""/>\n        <transform>\n            <simple>{{example}}</simple>\n        </transform>\n        <to uri=""log:something""/>\n    </route>\n</camelContext>\n{code}\n\nThe reason it did not work was because by default, it uses blueprint property resolver (useBlueprintPropertyResolver=""true"") to bridge PropertiesComponent to blueprint in order to support looking up property placeholders from the Blueprint Property Placeholder Service. Then it always creates a BlueprintPropertiesParser object and set it to PropertiesComponent. \n\nThe customer Property Parser I created was only set into the BlueprintPropertiesParser object as a delegate Property Parser. Therefore, it was always the method parseUri() from the BlueprintPropertiesParser object got invoked. The same method from your custom parser was ignored. \n\nFor more detail, please take a look at org.apache.camel.blueprint.CamelContextFactoryBean.initPropertyPlaceholder() function.\n\nThe only workaround is to add the attribute useBlueprintPropertyResolver=""false"" to <camelContext> element to disable default blueprint property resolver. However, I will have to change PropertiesComponent\'s ""location"" property to remove blueprint ""blueprint:integration"" from the comma separated value list:\n{code}\n <property name=""location"" value=""classpath:properties/temp.properties""/> \n{code}\nBecause once I set it to false, I will no longer be able to lookup from blueprint property service.'}"
